num_embeddings,num_base_songs,embedding_dim,intra_mean,intra_std,inter_mean,inter_std,nn_top1_accuracy,top1_hit_rate,top3_hit_rate,top5_hit_rate,top10_hit_rate
432,36,100,0.9090685248374939,0.22175028920173645,0.2759402096271515,0.6407382488250732,0.6736111111111112,0.6736111111111112,0.7662037037037037,0.7986111111111112,0.8564814814814815
