num_embeddings,num_songs,cosine_intra_mean,cosine_intra_std,cosine_inter_mean,cosine_inter_std,dot_product_intra_mean,dot_product_intra_std,dot_product_inter_mean,dot_product_inter_std,euclidean_intra_mean,euclidean_intra_std,euclidean_inter_mean,euclidean_inter_std,manhattan_intra_mean,manhattan_intra_std,manhattan_inter_mean,manhattan_inter_std,hamming_intra_mean,hamming_intra_std,hamming_inter_mean,hamming_inter_std,jaccard_intra_mean,jaccard_intra_std,jaccard_inter_mean,jaccard_inter_std,cosine_nn_top1_accuracy,cosine_top1_hit_rate,cosine_top3_hit_rate,cosine_top5_hit_rate,cosine_top10_hit_rate
432,432,,,0.2920989692211151,0.6413204669952393,,,0.29209890961647034,0.6413204669952393,,,1.0075818300247192,0.6329145431518555,,,8.399191915109597,5.289175028234269,,,0.3793739795479935,0.2635287453493822,,,0.472888522774587,0.28983792696581834,0.0,1.0,1.0,1.0,1.0
